,academic_year,inst_name,city,state,zipcode,sector
54038,2008,Normandale Community College,Bloomington,MN,55431,4
73800,2008,North Adrians Beauty College,Modesto,CA,95350-2381,9
58662,2008,North American Trade Schools,Baltimore,MD,21244,9
77211,2008,North Arkansas College,Harrison,AR,72601-5508,4
56637,2008,North Bennet Street School,Boston,MA,02113-1914,5
43904,2008,North Carolina A & T State University,Greensboro,NC,27411,1
43852,2008,North Carolina Central University,Durham,NC,27707,1
43813,2008,North Carolina State University at Raleigh,Raleigh,NC,27695-7001,1
43800,2008,North Carolina Wesleyan College,Rocky Mount,NC,27804,2
64755,2008,North Central College,Naperville,IL,60540,2
13388,2008,North Central Institute,Clarksville,TN,37042,6
61079,2008,North Central Kansas Technical College,Beloit,KS,67420,4
55102,2008,North Central Michigan College,Petoskey,MI,49770,4
51683,2008,North Central Missouri College,Trenton,MO,64683,4
41332,2008,North Central State College,Mansfield,OH,44901-0698,4
32340,2008,North Central Texas College,Gainesville,TX,76240-4699,4
54025,2008,North Central University,Minneapolis,MN,55404-1391,2
84143,2008,North Country Community College,Saranac Lake,NY,12983-0089,4
43032,2008,North Dakota State College of Science,Wahpeton,ND,58076,4
81373,2008,North Dakota State University-Main Campus,Fargo,ND,58105-5167,1
68896,2008,North Florida Community College,Madison,FL,32340,4
67165,2008,North Georgia College & State University,Dahlonega,GA,30597-1001,1
67152,2008,North Georgia Technical College,Clarkesville,GA,30523,4
34994,2008,North Greenville University,Tigerville,SC,29688-1892,2
54080,2008,North Hennepin Community College,Brooklyn Park,MN,55445,4
62070,2008,North Iowa Area Community College,Mason City,IA,50401,4
31310,2008,North Lake College,Irving,TX,75038-3899,4
64742,2008,North Park University,Chicago,IL,60625-4895,2
56624,2008,North Shore Community College,Danvers,MA,01923-0840,4
21438,2008,North-West College-Glendale,Glendale,CA,91203,9
73757,2008,North-West College-Pasadena,Pasadena,CA,91101,9
73783,2008,North-West College-Pomona,Pomona,CA,91768,9
73770,2008,North-West College-West Covina,West Covina,CA,91790,9
22262,2008,NorthWest Arkansas Community College,Bentonville,AR,72712-5091,4
81243,2008,Northampton County Area Community College,Bethlehem,PA,18020-7599,4
85391,2008,Northcentral Technical College,Wausau,WI,54401-1899,4
78832,2008,Northeast Alabama Community College,Rainsville,AL,35986,4
50885,2008,Northeast Community College,Norfolk,NE,68702-0469,4
80371,2008,Northeast Iowa Community College-Calmar,Calmar,IA,52132-0400,4
53213,2008,Northeast Mississippi Community College,Booneville,MS,38829,4
86459,2008,Northeast Technology Center-Pryor,Pryor,OK,74361,7
31284,2008,Northeast Texas Community College,Mount Pleasant,TX,75455,4
26400,2008,Northeast Wisconsin Technical College,Green Bay,WI,54307-9042,4
19321,2008,Northeastern Hospital School of Nursing,Philadelphia,PA,19134,5
